DATE,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100
3 Jan 2024,4.6225,5.8389,5.0616,3.2563,5.4440,3.1267,3.4696,3.4855,59.1563
4 Jan 2024,4.6415,5.8805,5.0699,3.2397,5.4606,3.1237,3.4766,3.4931,59.4569
5 Jan 2024,4.6455,5.8958,5.0873,3.2081,5.4675,3.1157,3.4790,3.4946,59.4765
8 Jan 2024,4.6515,5.9183,5.0929,3.2169,5.4691,3.1272,3.4828,3.4995,59.5571
9 Jan 2024,4.6455,5.9258,5.0891,3.2275,5.4795,3.1227,3.4803,3.4977,59.4887
10 Jan 2024,4.6525,5.9143,5.0856,3.2189,5.4575,3.1116,3.4751,3.4950,59.5166
11 Jan 2024,4.6395,5.9154,5.0932,3.1889,5.4573,3.1131,3.4693,3.4863,59.3499
12 Jan 2024,4.6435,5.9295,5.0965,3.1966,5.4488,3.1095,3.4697,3.4902,59.4041
15 Jan 2024,4.6500,5.9234,5.0936,3.2055,5.4501,3.1104,3.4695,3.4914,59.4629
16 Jan 2024,4.6875,5.9494,5.1192,3.2140,5.4671,3.1062,3.4846,3.5082,59.9233
17 Jan 2024,4.7040,5.9461,5.1168,3.1927,5.4606,3.0985,3.4873,3.5046,60.1177
18 Jan 2024,4.7175,5.9830,5.1392,3.1872,5.4607,3.0914,3.4960,3.5117,60.3288
19 Jan 2024,4.7165,5.9944,5.1320,3.1865,5.4325,3.1058,3.4976,3.5118,60.3129
22 Jan 2024,4.7150,5.9925,5.1398,3.1839,5.4317,3.1161,3.5115,3.5204,60.3061
23 Jan 2024,4.7365,6.0222,5.1547,3.1976,5.4511,3.1176,3.5150,3.5306,60.5861
24 Jan 2024,4.7280,6.0017,5.1327,3.1919,5.4357,3.1115,3.5122,3.5264,60.4461
26 Jan 2024,4.7370,6.0174,5.1354,3.2100,5.4611,3.1181,3.5149,3.5331,60.5898
29 Jan 2024,4.7330,6.0093,5.1329,3.1936,5.4780,3.1148,3.5174,3.5268,60.5638
30 Jan 2024,4.7275,6.0127,5.1246,3.2089,5.4894,3.1298,3.5268,3.5308,60.5124
31 Jan 2024,4.7265,5.9996,5.1249,3.2043,5.4845,3.1126,3.5267,3.5290,60.4644
2 Feb 2024,4.7285,6.0267,5.1413,3.2300,5.5159,3.1109,3.5347,3.5369,60.4695
5 Feb 2024,4.7595,6.0015,5.1276,3.2008,5.4839,3.0903,3.5308,3.5395,60.8449
6 Feb 2024,4.7580,5.9665,5.1120,3.2020,5.4646,3.0848,3.5149,3.5330,60.8218
7 Feb 2024,4.7625,6.0005,5.1240,3.2211,5.4760,3.1094,3.5308,3.5447,60.8934
8 Feb 2024,4.7625,6.0162,5.1330,3.2167,5.4525,3.1075,3.5379,3.5460,60.9050
9 Feb 2024,4.7835,6.0341,5.1537,3.2021,5.4731,3.1035,3.5533,3.5490,61.1572
13 Feb 2024,4.7635,6.0139,5.1320,3.1904,5.4390,3.1094,3.5414,3.5410,60.9272
14 Feb 2024,4.7840,6.0231,5.1227,3.1755,5.3922,3.0869,3.5261,3.5407,61.1800
15 Feb 2024,4.7825,6.0118,5.1335,3.1823,5.4024,3.1022,3.5320,3.5485,61.1725
16 Feb 2024,4.7790,6.0146,5.1446,3.1825,5.4267,3.1121,3.5455,3.5493,61.1043
19 Feb 2024,4.7780,6.0306,5.1540,3.1865,5.4311,3.1277,3.5475,3.5531,61.0900
20 Feb 2024,4.7900,6.0299,5.1588,3.1877,5.4253,3.1279,3.5483,3.5570,61.2418
21 Feb 2024,4.8020,6.0620,5.1914,3.2009,5.4463,3.1477,3.5510,3.5725,61.4023
22 Feb 2024,4.7920,6.0597,5.1897,3.1863,5.4557,3.1433,3.5537,3.5677,61.2792
23 Feb 2024,4.7775,6.0471,5.1702,3.1756,5.4259,3.1326,3.5409,3.5577,61.0750
26 Feb 2024,4.7755,6.0467,5.1657,3.1757,5.4150,3.1294,3.5330,3.5517,61.0330
27 Feb 2024,4.7790,6.0595,5.1852,3.1752,5.4291,3.1233,3.5379,3.5550,61.0926
28 Feb 2024,4.7595,6.0365,5.1617,3.1630,5.4131,3.1165,3.5180,3.5425,60.8192
29 Feb 2024,4.7655,6.0336,5.1639,3.1651,5.4227,3.0961,3.5084,3.5408,60.8819
1 Mar 2024,4.7395,5.9843,5.1243,3.1551,5.3614,3.0816,3.4916,3.5220,60.5428
4 Mar 2024,4.7265,5.9863,5.1264,3.1513,5.3531,3.0869,3.4885,3.5181,60.3790
5 Mar 2024,4.7255,5.9981,5.1288,3.1421,5.3383,3.0754,3.4805,3.5176,60.3863
6 Mar 2024,4.7385,6.0165,5.1413,3.1591,5.3576,3.0774,3.4844,3.5276,60.5633
7 Mar 2024,4.7165,6.0081,5.1424,3.1679,5.3475,3.0999,3.4896,3.5257,60.2960
8 Mar 2024,4.6865,6.0058,5.1322,3.1718,5.3432,3.1046,3.4843,3.5169,59.9301
11 Mar 2024,4.6840,6.0220,5.1255,3.1915,5.3391,3.1017,3.4749,3.5196,59.8954
12 Mar 2024,4.6810,5.9994,5.1159,3.1871,5.3351,3.0970,3.4724,3.5186,59.8498
13 Mar 2024,4.6825,5.9910,5.1166,3.1775,5.3368,3.0923,3.4703,3.5155,59.8506
14 Mar 2024,4.6845,5.9962,5.1291,3.1739,5.3327,3.1035,3.4781,3.5165,59.8907
15 Mar 2024,4.7015,5.9881,5.1143,3.1672,5.3130,3.0875,3.4722,3.5162,60.1042
18 Mar 2024,4.7150,6.0029,5.1323,3.1584,5.3358,3.0933,3.4810,3.5231,60.2783
19 Mar 2024,4.7240,6.0092,5.1350,3.1660,5.3168,3.0945,3.4881,3.5271,60.4080
20 Mar 2024,4.7365,6.0236,5.1462,3.1335,5.3300,3.0939,3.4890,3.5288,60.5485
21 Mar 2024,4.7100,6.0262,5.1494,3.1272,5.3214,3.1143,3.4960,3.5191,60.2236
22 Mar 2024,4.7335,5.9990,5.1432,3.1237,5.2741,3.1123,3.5003,3.5239,60.5272
25 Mar 2024,4.7395,5.9692,5.1206,3.1324,5.2755,3.0890,3.4817,3.5115,60.5977
26 Mar 2024,4.7175,5.9639,5.1152,3.1183,5.2452,3.0871,3.4740,3.5070,60.3172
27 Mar 2024,4.7300,5.9700,5.1226,3.1217,5.2346,3.0866,3.4809,3.5144,60.4685
29 Mar 2024,4.7375,5.9816,5.1092,3.1308,5.2528,3.0881,3.4993,3.5100,60.5323
1 Apr 2024,4.7250,5.9700,5.0987,3.1214,5.2389,3.0866,3.4939,3.5048,60.3753
2 Apr 2024,4.7465,5.9557,5.0963,3.1292,5.2433,3.0814,3.4965,3.5088,60.6547
3 Apr 2024,4.7495,5.9713,5.1145,3.1338,5.2296,3.0912,3.4997,3.5139,60.6697
4 Apr 2024,4.7395,5.9964,5.1390,3.1268,5.2498,3.1176,3.5062,3.5167,60.5412
5 Apr 2024,4.7390,5.9937,5.1380,3.1402,5.2574,3.1228,3.4979,3.5157,60.5379
8 Apr 2024,4.7535,5.9973,5.1466,3.1332,5.2583,3.1185,3.4921,3.5218,60.7177
9 Apr 2024,4.7505,6.0113,5.1586,3.1271,5.2463,3.1382,3.5000,3.5252,60.6608
12 Apr 2024,4.7690,5.9880,5.1155,3.1175,5.2424,3.1187,3.4847,3.5241,60.8500
15 Apr 2024,4.7750,5.9463,5.0832,3.1116,5.2226,3.0899,3.4683,3.5073,60.9340
16 Apr 2024,4.7870,5.9541,5.0828,3.1025,5.2440,3.0756,3.4701,3.5091,61.1316
17 Apr 2024,4.7920,5.9562,5.0903,3.0977,5.2524,3.0736,3.4668,3.5118,61.1876
18 Apr 2024,4.7875,5.9624,5.1083,3.1030,5.2584,3.0834,3.4769,3.5202,61.1458
19 Apr 2024,4.7895,5.9522,5.0956,3.0975,5.2516,3.0686,3.4759,3.5141,61.1526
22 Apr 2024,4.7870,5.9230,5.1001,3.0949,5.2541,3.0790,3.4837,3.5125,61.1129
23 Apr 2024,4.7785,5.9038,5.0932,3.0872,5.2425,3.0867,3.4896,3.5099,60.9841
24 Apr 2024,4.7765,5.9506,5.1156,3.0857,5.2403,3.1023,3.4970,3.5110,60.9609
25 Apr 2024,4.7855,5.9639,5.1219,3.0800,5.2335,3.1106,3.4936,3.5145,61.1124
26 Apr 2024,4.7800,5.9772,5.1275,3.0713,5.2361,3.1192,3.4995,3.5163,61.0664
29 Apr 2024,4.7760,5.9772,5.1151,3.0191,5.2302,3.1288,3.4981,3.5067,61.0028
30 Apr 2024,4.7690,5.9875,5.1100,3.0412,5.2346,3.1285,3.4892,3.5053,60.9391
2 May 2024,4.7730,5.9791,5.1126,3.0589,5.2059,3.1130,3.4757,3.5066,61.0167
3 May 2024,4.7365,5.9415,5.0832,3.0927,5.2075,3.1159,3.4667,3.4996,60.6128
6 May 2024,4.7365,5.9445,5.0998,3.0874,5.2302,3.1339,3.4605,3.5081,60.6369
7 May 2024,4.7388,5.9561,5.1060,3.0782,5.2298,3.1463,3.4682,3.5091,60.6044
8 May 2024,4.7425,5.9262,5.0972,3.0618,5.2187,3.1215,3.4521,3.4990,60.6291
9 May 2024,4.7443,5.9253,5.0970,3.0485,5.2226,3.1172,3.4549,3.4983,60.7011
10 May 2024,4.7375,5.9314,5.1066,3.0459,5.2273,3.1322,3.4628,3.5011,60.6218
13 May 2024,4.7425,5.9386,5.1074,3.0414,5.2319,3.1277,3.4666,3.5003,60.6850
14 May 2024,4.7330,5.9432,5.1055,3.0282,5.2103,3.1261,3.4619,3.4965,60.5913
15 May 2024,4.7090,5.9279,5.0937,3.0112,5.1941,3.1202,3.4498,3.4835,60.2841
16 May 2024,4.6825,5.9463,5.1009,3.0472,5.2089,3.1429,3.4454,3.4887,59.9963
17 May 2024,4.6860,5.9346,5.0904,3.0146,5.1676,3.1272,3.4402,3.4799,60.0592
20 May 2024,4.6870,5.9548,5.0971,3.0069,5.1551,3.1405,3.4440,3.4844,60.0601
21 May 2024,4.6925,5.9637,5.0965,2.9998,5.1526,3.1306,3.4432,3.4832,60.1853
23 May 2024,4.7125,5.9943,5.1018,3.0053,5.1491,3.1187,3.4424,3.4892,60.3784
24 May 2024,4.7175,5.9886,5.0999,3.0039,5.1571,3.1143,3.4349,3.4884,60.4084
27 May 2024,4.7120,6.0024,5.1120,3.0044,5.1523,3.1236,3.4477,3.4911,60.3032
28 May 2024,4.6925,5.9930,5.0984,2.9909,5.1397,3.1229,3.4433,3.4786,60.1113
29 May 2024,4.6978,5.9915,5.0975,2.9851,5.1488,3.1202,3.4401,3.4815,60.1370
30 May 2024,4.7175,5.9884,5.0935,2.9978,5.1642,3.1187,3.4383,3.4876,60.3813
31 May 2024,4.7035,5.9878,5.0951,3.0007,5.2096,3.1215,3.4377,3.4838,60.1613
4 Jun 2024,4.6900,6.0088,5.1182,2.9990,5.2391,3.1371,3.4417,3.4848,59.9821
5 Jun 2024,4.6990,6.0032,5.1144,3.0272,5.2771,3.1253,3.4359,3.4899,60.1607
6 Jun 2024,4.6950,6.0110,5.1091,3.0165,5.2670,3.1295,3.4318,3.4864,60.1241
7 Jun 2024,4.6965,6.0064,5.1143,3.0148,5.2758,3.1309,3.4363,3.4901,60.1287
10 Jun 2024,4.7190,6.0047,5.0861,3.0089,5.2623,3.1049,3.4285,3.4892,60.4067
11 Jun 2024,4.7225,6.0108,5.0833,3.0038,5.2648,3.1180,3.4311,3.4903,60.4523
12 Jun 2024,4.7195,6.0098,5.0671,3.0025,5.2541,3.1144,3.4299,3.4871,60.4301
13 Jun 2024,4.7040,6.0190,5.0864,3.0001,5.2612,3.1317,3.4264,3.4890,60.2401
14 Jun 2024,4.7153,6.0122,5.0625,2.9994,5.2743,3.1224,3.4295,3.4884,60.3672
18 Jun 2024,4.7125,5.9896,5.0593,2.9886,5.3057,3.1180,3.4350,3.4864,60.3374
19 Jun 2024,4.7090,5.9823,5.0563,2.9826,5.3257,3.1371,3.4321,3.4845,60.3103
20 Jun 2024,4.7105,5.9896,5.0624,2.9807,5.3280,3.1433,3.4349,3.4872,60.3427
21 Jun 2024,4.7175,5.9707,5.0510,2.9650,5.2890,3.1395,3.4462,3.4827,60.4502
24 Jun 2024,4.7150,5.9598,5.0413,2.9505,5.2749,3.1301,3.4422,3.4786,60.4189
25 Jun 2024,4.7085,5.9732,5.0541,2.9540,5.2792,3.1330,3.4482,3.4812,60.3116
26 Jun 2024,4.7095,5.9740,5.0448,2.9485,5.2600,3.1281,3.4466,3.4763,60.3059
27 Jun 2024,4.7225,5.9572,5.0429,2.9388,5.2630,3.1379,3.4448,3.4743,60.4794
28 Jun 2024,4.7205,5.9615,5.0498,2.9297,5.2479,3.1346,3.4407,3.4726,60.4518
1 Jul 2024,4.7170,5.9684,5.0689,2.9299,5.2437,3.1465,3.4495,3.4805,60.4050
2 Jul 2024,4.7210,5.9678,5.0680,2.9228,5.2264,3.1390,3.4358,3.4764,60.4389
3 Jul 2024,4.7150,5.9829,5.0677,2.9183,5.2169,3.1444,3.4475,3.4753,60.3516
4 Jul 2024,4.7115,6.0076,5.0851,2.9183,5.2315,3.1652,3.4567,3.4834,60.3199
5 Jul 2024,4.7080,6.0093,5.0917,2.9229,5.2323,3.1699,3.4595,3.4852,60.2906
9 Jul 2024,4.7100,6.0330,5.0995,2.9274,5.2435,3.1734,3.4536,3.4894,60.3061
10 Jul 2024,4.7085,6.0203,5.0908,2.9161,5.2433,3.1712,3.4532,3.4853,60.2769
11 Jul 2024,4.6935,6.0337,5.0854,2.9050,5.2202,3.1686,3.4457,3.4808,60.0941
12 Jul 2024,4.6715,6.0304,5.0779,2.9365,5.2137,3.1575,3.4269,3.4778,59.8316
15 Jul 2024,4.6780,6.0655,5.0934,2.9586,5.2192,3.1661,3.4256,3.4847,59.9133
16 Jul 2024,4.6735,6.0592,5.0899,2.9511,5.2174,3.1551,3.4163,3.4774,59.8656
17 Jul 2024,4.6765,6.0650,5.0965,2.9506,5.2298,3.1478,3.4187,3.4794,59.9056
18 Jul 2024,4.6615,6.0618,5.0983,2.9930,5.2750,3.1335,3.4069,3.4794,59.7142
19 Jul 2024,4.6760,6.0528,5.0931,2.9743,5.2658,3.1329,3.4111,3.4790,59.8708
22 Jul 2024,4.6855,6.0576,5.1044,2.9763,5.2753,3.1346,3.4167,3.4848,59.9894
23 Jul 2024,4.6825,6.0535,5.0992,2.9891,5.2651,3.1071,3.4015,3.4805,59.9817
24 Jul 2024,4.6755,6.0300,5.0715,3.0005,5.2422,3.0910,3.3922,3.4740,59.8744
25 Jul 2024,4.6695,6.0218,5.0615,3.0469,5.2796,3.0651,3.3803,3.4756,59.8014
26 Jul 2024,4.6645,5.9971,5.0628,3.0304,5.2931,3.0534,3.3755,3.4725,59.7565
29 Jul 2024,4.6455,5.9860,5.0469,3.0233,5.2604,3.0507,3.3617,3.4620,59.4978
30 Jul 2024,4.6375,5.9608,5.0166,3.0120,5.2321,3.0364,3.3473,3.4526,59.3657
31 Jul 2024,4.6150,5.9259,4.9934,3.0286,5.2339,3.0166,3.3318,3.4407,59.0807
1 Aug 2024,4.5695,5.8734,4.9476,3.0576,5.2074,2.9873,3.3088,3.4208,58.4825
2 Aug 2024,4.5560,5.7968,4.9166,3.0498,5.2215,2.9566,3.2823,3.4084,58.3052
5 Aug 2024,4.4310,5.6648,4.8371,3.0449,5.1846,2.8757,3.1927,3.3421,56.9775
6 Aug 2024,4.4540,5.7025,4.8827,3.0709,5.2133,2.9118,3.2289,3.3658,57.1792
7 Aug 2024,4.4745,5.6840,4.8904,3.0917,5.2422,2.9261,3.2477,3.3772,57.3908
8 Aug 2024,4.4840,5.6862,4.9003,3.0712,5.2225,2.9227,3.2624,3.3801,57.5606
9 Aug 2024,4.4815,5.7099,4.8907,3.0385,5.1732,2.9508,3.2613,3.3792,57.4905
12 Aug 2024,4.4250,5.6448,4.8314,3.0130,5.1153,2.9105,3.2213,3.3427,56.7377
13 Aug 2024,4.4490,5.6798,4.8630,3.0211,5.1353,2.9294,3.2367,3.3593,57.1025
14 Aug 2024,4.4290,5.6972,4.8686,3.0110,5.1176,2.9411,3.2306,3.3621,56.8648
15 Aug 2024,4.4360,5.6903,4.8840,3.0130,5.1280,2.9233,3.2338,3.3683,56.9265
16 Aug 2024,4.4550,5.7302,4.8896,2.9868,5.1092,2.9468,3.2446,3.3708,57.1366
19 Aug 2024,4.3840,5.6753,4.8356,2.9657,5.0571,2.9287,3.2064,3.3345,56.2448
20 Aug 2024,4.3650,5.6684,4.8371,2.9827,5.0629,2.9361,3.2010,3.3375,56.0589
21 Aug 2024,4.3700,5.6961,4.8629,3.0044,5.1198,2.9502,3.2093,3.3493,56.1076
22 Aug 2024,4.3710,5.7216,4.8726,3.0075,5.1312,2.9476,3.2170,3.3480,56.0956
23 Aug 2024,4.3875,5.7470,4.8787,3.0035,5.1518,2.9438,3.2255,3.3496,56.2731
26 Aug 2024,4.3470,5.7439,4.8658,3.0242,5.1350,2.9518,3.2187,3.3417,55.7705
27 Aug 2024,4.3610,5.7485,4.8671,3.0108,5.1448,2.9493,3.2336,3.3423,55.9192
28 Aug 2024,4.3425,5.7579,4.8547,3.0132,5.1589,2.9486,3.2295,3.3362,55.6574
29 Aug 2024,4.3350,5.7250,4.8255,3.0014,5.1506,2.9476,3.2186,3.3282,55.5855
30 Aug 2024,4.3190,5.6873,4.7859,2.9843,5.0983,2.9365,3.2029,3.3162,55.3949
2 Sep 2024,4.3350,5.6934,4.7915,2.9652,5.0997,2.9367,3.2136,3.3201,55.5958
3 Sep 2024,4.3700,5.7411,4.8334,2.9704,5.1258,2.9648,3.2374,3.3403,56.0497
4 Sep 2024,4.3590,5.7120,4.8160,3.0026,5.1376,2.9155,3.2159,3.3338,55.9086
5 Sep 2024,4.3400,5.7043,4.8085,3.0197,5.1249,2.9176,3.2128,3.3299,55.6828
6 Sep 2024,4.3325,5.7096,4.8149,3.0259,5.1373,2.9203,3.2094,3.3344,55.5891
9 Sep 2024,4.3485,5.7098,4.8197,3.0473,5.1495,2.8998,3.2056,3.3363,55.7768
10 Sep 2024,4.3680,5.7057,4.8186,3.0444,5.1403,2.9049,3.2190,3.3421,56.0208
11 Sep 2024,4.3425,5.6767,4.7857,3.0521,5.1296,2.8869,3.1896,3.3275,55.6941
12 Sep 2024,4.3370,5.6531,4.7735,3.0396,5.0859,2.8943,3.1936,3.3236,55.6215
13 Sep 2024,4.3230,5.6828,4.7931,3.0619,5.0886,2.9100,3.1865,3.3270,55.4249
17 Sep 2024,4.2970,5.6731,4.7798,3.0548,5.0867,2.8977,3.1611,3.3152,55.1548
18 Sep 2024,4.2630,5.6139,4.7434,3.0095,5.0405,2.8854,3.1377,3.2915,54.7001
19 Sep 2024,4.2625,5.6144,4.7235,2.9705,5.0147,2.8748,3.1260,3.2816,54.6814
20 Sep 2024,4.2100,5.5900,4.6986,2.9561,4.9708,2.8653,3.1037,3.2581,54.0249
23 Sep 2024,4.2000,5.5906,4.6870,2.9142,4.9357,2.8621,3.0965,3.2542,53.9135
24 Sep 2024,4.2010,5.6060,4.6654,2.9262,4.9613,2.8695,3.1048,3.2537,53.9465
25 Sep 2024,4.1120,5.5202,4.6028,2.8722,4.8859,2.8363,3.0635,3.2056,52.8300
26 Sep 2024,4.1475,5.5276,4.6189,2.8705,4.8794,2.8342,3.0783,3.2204,53.2810
27 Sep 2024,4.1205,5.5209,4.6024,2.8328,4.8622,2.8380,3.0555,3.2070,52.9678
30 Sep 2024,4.1065,5.4955,4.5872,2.8778,4.8814,2.8427,3.0384,3.2073,52.8470
1 Oct 2024,4.1560,5.5587,4.6267,2.8868,4.9154,2.8728,3.0716,3.2336,53.4709
2 Oct 2024,4.1680,5.5341,4.6121,2.8982,4.9258,2.8686,3.0900,3.2360,53.6357
3 Oct 2024,4.2050,5.5765,4.6423,2.8606,4.9427,2.8933,3.1126,3.2514,54.1536
4 Oct 2024,4.2230,5.5454,4.6599,2.8797,4.9574,2.8928,3.1174,3.2574,54.3669
7 Oct 2024,4.2645,5.5961,4.6782,2.8733,4.9683,2.8999,3.1399,3.2682,54.9195
8 Oct 2024,4.2830,5.6109,4.7036,2.8971,5.0149,2.8989,3.1459,3.2874,55.1457
9 Oct 2024,4.2865,5.6151,4.7046,2.8919,4.9980,2.8895,3.1394,3.2882,55.1343
10 Oct 2024,4.2920,5.6090,4.6957,2.8764,4.9875,2.8827,3.1302,3.2832,55.2214
11 Oct 2024,4.2865,5.6001,4.6884,2.8872,5.0050,2.8897,3.1180,3.2838,55.1709
14 Oct 2024,4.2890,5.5971,4.6838,2.8742,4.9968,2.8880,3.1126,3.2846,55.1821
15 Oct 2024,4.2970,5.6142,4.6870,2.8727,4.9864,2.8908,3.1146,3.2860,55.3427
16 Oct 2024,4.3085,5.6295,4.6900,2.8863,4.9951,2.8783,3.1252,3.2898,55.4658
17 Oct 2024,4.3000,5.5846,4.6711,2.8754,4.9674,2.8782,3.1263,3.2773,55.3254
18 Oct 2024,4.3100,5.6088,4.6673,2.8723,4.9749,2.8871,3.1238,3.2801,55.4494
21 Oct 2024,4.3045,5.6146,4.6771,2.8815,4.9743,2.8872,3.1175,3.2845,55.4022
22 Oct 2024,4.3285,5.6186,4.6819,2.8735,5.0020,2.8808,3.1288,3.2884,55.6763
23 Oct 2024,4.3365,5.6275,4.6817,2.8629,5.0032,2.8924,3.1366,3.2910,55.7911
24 Oct 2024,4.3485,5.6211,4.6914,2.8489,5.0193,2.8881,3.1455,3.2907,55.9714
25 Oct 2024,4.3470,5.6374,4.7041,2.8600,5.0182,2.8840,3.1383,3.2956,55.9477
28 Oct 2024,4.3590,5.6460,4.7049,2.8403,5.0150,2.8763,3.1365,3.2922,56.0762
29 Oct 2024,4.3600,5.6560,4.7156,2.8492,5.0402,2.8671,3.1388,3.2957,56.1053
30 Oct 2024,4.3720,5.6895,4.7316,2.8528,5.0406,2.8689,3.1425,3.3030,56.2670
1 Nov 2024,4.3675,5.6321,4.7547,2.8725,5.0576,2.8705,3.1350,3.3065,56.1791
4 Nov 2024,4.3750,5.6707,4.7589,2.8768,5.0456,2.8873,3.1440,3.3133,56.2668
5 Nov 2024,4.3755,5.6682,4.7586,2.8734,5.0645,2.8806,3.1482,3.3157,56.2863
6 Nov 2024,4.3610,5.6523,4.7267,2.8517,5.0210,2.8748,3.1408,3.2997,56.0991
7 Nov 2024,4.4210,5.6945,4.7395,2.8599,5.0399,2.9044,3.1713,3.3135,56.8643
8 Nov 2024,4.3880,5.6945,4.7349,2.8654,5.0255,2.9257,3.1629,3.3206,56.4562
11 Nov 2024,4.3965,5.6779,4.7115,2.8708,5.0168,2.8973,3.1603,3.3121,56.5426
12 Nov 2024,4.4160,5.6821,4.7064,2.8717,5.0145,2.9029,3.1718,3.3112,56.7938
13 Nov 2024,4.4405,5.6556,4.7125,2.8660,5.0303,2.8968,3.1835,3.3146,57.0879
14 Nov 2024,4.4685,5.6775,4.7212,2.8695,5.0449,2.9007,3.1942,3.3271,57.4317
15 Nov 2024,4.4890,5.6835,4.7271,2.8659,5.0418,2.8952,3.1917,3.3340,57.6774
18 Nov 2024,4.4700,5.6496,4.7152,2.8976,5.0375,2.8948,3.1753,3.3350,57.4214
19 Nov 2024,4.4675,5.6597,4.7311,2.8938,5.0566,2.9034,3.1849,3.3358,57.3993
20 Nov 2024,4.4675,5.6686,4.7358,2.8838,5.0603,2.9197,3.2010,3.3406,57.3982
21 Nov 2024,4.4710,5.6578,4.7149,2.8830,5.0617,2.9120,3.2007,3.3304,57.4446
22 Nov 2024,4.4780,5.6380,4.6912,2.9015,5.0519,2.9181,3.2054,3.3273,57.5379
25 Nov 2024,4.4625,5.6203,4.6789,2.8939,5.0104,2.9205,3.2023,3.3232,57.3387
26 Nov 2024,4.4690,5.5923,4.6634,2.9016,5.0284,2.8789,3.1554,3.3077,57.4278
27 Nov 2024,4.4590,5.6063,4.6773,2.9160,5.0336,2.8863,3.1737,3.3114,57.3026
28 Nov 2024,4.4415,5.6274,4.6867,2.9281,5.0292,2.8861,3.1693,3.3088,57.0828
29 Nov 2024,4.4390,5.6386,4.6887,2.9478,5.0360,2.8878,3.1694,3.3096,57.0368
2 Dec 2024,4.4485,5.6469,4.6872,2.9616,5.0371,2.8897,3.1710,3.3136,57.1614
3 Dec 2024,4.4690,5.6537,4.6887,2.9818,5.0358,2.8937,3.1811,3.3205,57.4337
4 Dec 2024,4.4715,5.6632,4.6951,2.9836,5.0400,2.8910,3.1772,3.3206,57.4473
5 Dec 2024,4.4345,5.6312,4.6627,2.9519,5.0164,2.8485,3.1506,3.3011,56.9749
6 Dec 2024,4.4265,5.6447,4.6821,2.9486,5.0367,2.8511,3.1547,3.3051,56.8772
9 Dec 2024,4.4230,5.6365,4.6705,2.9517,5.0344,2.8290,3.1254,3.2964,56.8480
10 Dec 2024,4.4275,5.6446,4.6723,2.9235,5.0375,2.8469,3.1238,3.3021,56.9684
11 Dec 2024,4.4275,5.6564,4.6624,2.9181,5.0153,2.8225,3.1240,3.3014,56.9391
12 Dec 2024,4.4300,5.6558,4.6539,2.9109,5.0133,2.8370,3.1322,3.2982,56.9768
13 Dec 2024,4.4450,5.6347,4.6584,2.9086,4.9851,2.8304,3.1254,3.3003,57.1686
16 Dec 2024,4.4515,5.6211,4.6805,2.8941,4.9927,2.8332,3.1292,3.3016,57.2481
17 Dec 2024,4.4480,5.6467,4.6835,2.8857,4.9785,2.8340,3.1250,3.2974,57.2182
18 Dec 2024,4.4600,5.6691,4.6828,2.9019,4.9986,2.8245,3.1166,3.3046,57.4051
19 Dec 2024,4.5030,5.6659,4.6712,2.9084,5.0014,2.8011,3.1168,3.3081,57.9391
20 Dec 2024,4.5080,5.6307,4.6728,2.8578,5.0181,2.8065,3.1265,3.3121,58.0229
23 Dec 2024,4.5010,5.6591,4.6957,2.8741,5.0395,2.8122,3.1342,3.3220,57.9097
24 Dec 2024,4.4890,5.6240,4.6688,2.8535,4.9936,2.8014,3.1210,3.3079,57.7746
26 Dec 2024,4.4700,5.6076,4.6472,2.8413,4.9675,2.7900,3.1135,3.2911,57.5549
27 Dec 2024,4.4670,5.5965,4.6542,2.8286,4.9666,2.7798,3.0998,3.2873,57.5137
30 Dec 2024,4.4690,5.6216,4.6601,2.8295,4.9559,2.7828,3.1027,3.2914,57.5561
31 Dec 2024,4.4600,5.5962,4.6402,2.8462,4.9385,2.7732,3.1068,3.2810,57.4550
